slug,first_time,cur_month,index,comments,amounts,commits_count,releases_count,pulls_count,discussions_count,Intervention,Time_after_intervention
AsteroidOS,2017-05-30,2016-11,-6,0.0,0.0,0.0,0.0,0.0,0.0,0,0
AsteroidOS,2017-05-30,2016-12,-5,0.0,0.0,4.0,0.0,0.0,0.0,0,0
AsteroidOS,2017-05-30,2017-01,-4,0.0,0.0,4.0,0.0,0.0,0.0,0,0
AsteroidOS,2017-05-30,2017-02,-3,0.0,0.0,2.0,0.0,0.0,0.0,0,0
AsteroidOS,2017-05-30,2017-03,-2,0.0,0.0,2.0,0.0,0.0,0.0,0,0
AsteroidOS,2017-05-30,2017-04,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0
AsteroidOS,2017-05-30,2017-05,0,1.0,1.0,3.0,0.0,0.0,0.0,1,0
AsteroidOS,2017-05-30,2017-06,1,0.0,0.0,1.0,0.0,0.0,0.0,1,1
AsteroidOS,2017-05-30,2017-07,2,0.0,0.0,0.0,0.0,0.0,0.0,1,2
AsteroidOS,2017-05-30,2017-08,3,0.0,0.0,0.0,0.0,0.0,0.0,1,3
AsteroidOS,2017-05-30,2017-09,4,0.0,0.0,0.0,0.0,0.0,0.0,1,4
AsteroidOS,2017-05-30,2017-10,5,0.0,0.0,2.0,0.0,0.0,0.0,1,5
AsteroidOS,2017-05-30,2017-11,6,0.0,1.0,5.0,0.0,0.0,0.0,1,6
BioJulia,2014-05-06,2013-11,-6,0.0,0.0,6.0,0.0,0.0,0.0,0,0
BioJulia,2014-05-06,2013-12,-5,0.0,0.0,0.0,0.0,0.0,0.0,0,0
BioJulia,2014-05-06,2014-01,-4,0.0,0.0,15.0,0.0,0.0,0.0,0,0
BioJulia,2014-05-06,2014-02,-3,0.0,0.0,0.0,0.0,0.0,0.0,0,0
BioJulia,2014-05-06,2014-03,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,0
BioJulia,2014-05-06,2014-04,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0
BioJulia,2014-05-06,2014-05,0,0.0,1.0,0.0,0.0,0.0,0.0,1,0
BioJulia,2014-05-06,2014-06,1,0.0,0.0,24.0,0.0,0.0,0.0,1,1
BioJulia,2014-05-06,2014-07,2,0.0,0.0,14.0,0.0,0.0,0.0,1,2
BioJulia,2014-05-06,2014-08,3,0.0,3.0,0.0,0.0,0.0,0.0,1,3
BioJulia,2014-05-06,2014-09,4,0.0,0.0,2.0,0.0,0.0,0.0,1,4
BioJulia,2014-05-06,2014-10,5,0.0,1.0,1.0,0.0,0.0,0.0,1,5
BioJulia,2014-05-06,2014-11,6,0.0,0.0,1.0,0.0,0.0,0.0,1,6
BirthdayResearch,2022-05-02,2021-11,-6,0.0,0.0,15.0,0.0,0.0,0.0,0,0
BirthdayResearch,2022-05-02,2021-12,-5,0.0,0.0,4.0,0.0,0.0,0.0,0,0
BirthdayResearch,2022-05-02,2022-01,-4,0.0,0.0,8.0,0.0,0.0,0.0,0,0
BirthdayResearch,2022-05-02,2022-02,-3,0.0,0.0,5.0,0.0,0.0,0.0,0,0
BirthdayResearch,2022-05-02,2022-03,-2,0.0,0.0,11.0,0.0,0.0,0.0,0,0
BirthdayResearch,2022-05-02,2022-04,-1,0.0,0.0,2.0,0.0,0.0,0.0,0,0
BirthdayResearch,2022-05-02,2022-05,0,1.0,2.0,9.0,0.0,0.0,0.0,1,0
BirthdayResearch,2022-05-02,2022-06,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1
BirthdayResearch,2022-05-02,2022-07,2,0.0,0.0,2.0,0.0,0.0,0.0,1,2
BirthdayResearch,2022-05-02,2022-08,3,26.0,17.0,25.0,0.0,0.0,0.0,1,3
BirthdayResearch,2022-05-02,2022-09,4,0.0,0.0,61.0,0.0,0.0,0.0,1,4
BirthdayResearch,2022-05-02,2022-10,5,1.0,5.0,9.0,0.0,0.0,0.0,1,5
BirthdayResearch,2022-05-02,2022-11,6,0.0,1.0,6.0,0.0,0.0,0.0,1,6
BlissRoms-x86,2017-07-28,2017-01,-6,0.0,0.0,4.0,0.0,0.0,0.0,0,0
BlissRoms-x86,2017-07-28,2017-02,-5,0.0,0.0,1.0,0.0,0.0,0.0,0,0
BlissRoms-x86,2017-07-28,2017-03,-4,0.0,0.0,7.0,0.0,0.0,0.0,0,0
BlissRoms-x86,2017-07-28,2017-04,-3,0.0,0.0,14.0,0.0,0.0,0.0,0,0
BlissRoms-x86,2017-07-28,2017-05,-2,0.0,0.0,10.0,0.0,0.0,0.0,0,0
BlissRoms-x86,2017-07-28,2017-06,-1,0.0,0.0,1.0,0.0,0.0,0.0,0,0
BlissRoms-x86,2017-07-28,2017-07,0,0.0,1.0,0.0,0.0,0.0,0.0,1,0
BlissRoms-x86,2017-07-28,2017-08,1,0.0,0.0,1.0,0.0,0.0,0.0,1,1
BlissRoms-x86,2017-07-28,2017-09,2,0.0,0.0,2.0,0.0,0.0,0.0,1,2
BlissRoms-x86,2017-07-28,2017-10,3,0.0,0.0,0.0,0.0,0.0,0.0,1,3
BlissRoms-x86,2017-07-28,2017-11,4,0.0,0.0,1.0,0.0,0.0,0.0,1,4
BlissRoms-x86,2017-07-28,2017-12,5,0.0,0.0,0.0,0.0,0.0,0.0,1,5
BlissRoms-x86,2017-07-28,2018-01,6,0.0,0.0,2.0,0.0,0.0,0.0,1,6
Bloc,2012-10-13,2012-04,-6,0.0,0.0,8.0,0.0,0.0,0.0,0,0
Bloc,2012-10-13,2012-05,-5,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Bloc,2012-10-13,2012-06,-4,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Bloc,2012-10-13,2012-07,-3,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Bloc,2012-10-13,2012-08,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Bloc,2012-10-13,2012-09,-1,0.0,0.0,6.0,0.0,0.0,0.0,0,0
Bloc,2012-10-13,2012-10,0,0.0,1.0,13.0,0.0,0.0,0.0,1,0
Bloc,2012-10-13,2012-11,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1
Bloc,2012-10-13,2012-12,2,0.0,0.0,1.0,0.0,0.0,0.0,1,2
Bloc,2012-10-13,2013-01,3,0.0,0.0,2.0,0.0,0.0,0.0,1,3
Bloc,2012-10-13,2013-02,4,0.0,0.0,6.0,0.0,0.0,0.0,1,4
Bloc,2012-10-13,2013-03,5,0.0,0.0,1.0,0.0,0.0,0.0,1,5
Bloc,2012-10-13,2013-04,6,0.0,0.0,10.0,0.0,0.0,0.0,1,6
COVID-19-electronic-health-system,2020-05-15,2019-11,-6,0.0,0.0,0.0,0.0,0.0,0.0,0,0
COVID-19-electronic-health-system,2020-05-15,2019-12,-5,0.0,0.0,0.0,0.0,0.0,0.0,0,0
COVID-19-electronic-health-system,2020-05-15,2020-01,-4,0.0,0.0,0.0,0.0,0.0,0.0,0,0
COVID-19-electronic-health-system,2020-05-15,2020-02,-3,0.0,0.0,0.0,0.0,0.0,0.0,0,0
COVID-19-electronic-health-system,2020-05-15,2020-03,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,0
COVID-19-electronic-health-system,2020-05-15,2020-04,-1,0.0,0.0,2.0,0.0,0.0,0.0,0,0
COVID-19-electronic-health-system,2020-05-15,2020-05,0,3.0,3.0,22.0,0.0,0.0,0.0,1,0
COVID-19-electronic-health-system,2020-05-15,2020-06,1,8.0,2.0,1.0,0.0,0.0,0.0,1,1
COVID-19-electronic-health-system,2020-05-15,2020-07,2,0.0,0.0,3.0,0.0,0.0,0.0,1,2
COVID-19-electronic-health-system,2020-05-15,2020-08,3,1.0,1.0,1.0,0.0,0.0,0.0,1,3
COVID-19-electronic-health-system,2020-05-15,2020-09,4,0.0,1.0,0.0,0.0,0.0,0.0,1,4
COVID-19-electronic-health-system,2020-05-15,2020-10,5,0.0,1.0,0.0,0.0,0.0,0.0,1,5
COVID-19-electronic-health-system,2020-05-15,2020-11,6,0.0,0.0,0.0,0.0,0.0,0.0,1,6
CirclesUBI,2017-11-10,2017-05,-6,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CirclesUBI,2017-11-10,2017-06,-5,0.0,0.0,10.0,0.0,0.0,0.0,0,0
CirclesUBI,2017-11-10,2017-07,-4,0.0,0.0,32.0,0.0,0.0,0.0,0,0
CirclesUBI,2017-11-10,2017-08,-3,0.0,0.0,11.0,0.0,0.0,0.0,0,0
CirclesUBI,2017-11-10,2017-09,-2,0.0,0.0,25.0,0.0,0.0,0.0,0,0
CirclesUBI,2017-11-10,2017-10,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CirclesUBI,2017-11-10,2017-11,0,34.0,3.0,0.0,0.0,0.0,0.0,1,0
CirclesUBI,2017-11-10,2017-12,1,2.0,1.0,3.0,0.0,0.0,0.0,1,1
CirclesUBI,2017-11-10,2018-01,2,1.0,1.0,0.0,0.0,0.0,0.0,1,2
CirclesUBI,2017-11-10,2018-02,3,0.0,0.0,0.0,0.0,0.0,0.0,1,3
CirclesUBI,2017-11-10,2018-03,4,0.0,0.0,0.0,0.0,0.0,0.0,1,4
CirclesUBI,2017-11-10,2018-04,5,0.0,0.0,0.0,0.0,0.0,0.0,1,5
CirclesUBI,2017-11-10,2018-05,6,0.0,0.0,32.0,0.0,0.0,0.0,1,6
CircuitVerse,2020-04-30,2019-10,-6,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CircuitVerse,2020-04-30,2019-11,-5,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CircuitVerse,2020-04-30,2019-12,-4,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CircuitVerse,2020-04-30,2020-01,-3,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CircuitVerse,2020-04-30,2020-02,-2,0.0,0.0,3.0,0.0,0.0,0.0,0,0
CircuitVerse,2020-04-30,2020-03,-1,0.0,0.0,5.0,0.0,0.0,0.0,0,0
CircuitVerse,2020-04-30,2020-04,0,0.0,1.0,6.0,0.0,0.0,0.0,1,0
CircuitVerse,2020-04-30,2020-05,1,0.0,0.0,6.0,0.0,0.0,0.0,1,1
CircuitVerse,2020-04-30,2020-06,2,0.0,1.0,2.0,0.0,0.0,0.0,1,2
CircuitVerse,2020-04-30,2020-07,3,0.0,0.0,1.0,0.0,0.0,0.0,1,3
CircuitVerse,2020-04-30,2020-08,4,6.0,1.0,19.0,0.0,0.0,0.0,1,4
CircuitVerse,2020-04-30,2020-09,5,42.0,8.0,23.0,0.0,0.0,0.0,1,5
CircuitVerse,2020-04-30,2020-10,6,19.0,6.0,28.0,0.0,0.0,0.0,1,6
Cloudbox,2019-11-02,2019-05,-6,0.0,0.0,18.0,0.0,0.0,0.0,0,0
Cloudbox,2019-11-02,2019-06,-5,0.0,0.0,3.0,0.0,0.0,0.0,0,0
