slug,amount,currency,members,updates,name,type,tags,contributionsCount,totalFinancialContributors,country,flag,tag_community,tag_open source,tag_javascript,tag_other,tag_association,type_公益型,type_技术型,type_教育型,country_DE,country_FR,country_GB,country_Other,country_US,country_Unknown,age
saasfly,86.0,USD,9,0,Saasfly,技术型,"open source, nextjs, boilerplate, typescript, i18n, cloud-native, cloud computing",14,4,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.0
codeowners-generator,625.0,USD,3,0,Codeowners Generator,技术型,"open source, devops, github",25,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0
rust-battery,150.0,USD,3,1,rust-battery,技术型,"battery, battery-information, dragonflybsd, freebsd, linux, macos, rust, rust-crate, windows, open source",30,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0
black-trans-collective,4430.0,USD,12,0,Black trans collective,公益型,"mutual aid, usa, online",9,7,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.0
pmd,4068.53,USD,8,0,PMD,技术型,"open source, static-code-analysis, java",18,4,DE,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4.0
gnv-liberation-collective,4485.29,USD,20,0,Liberation Collective,公益型,,17,17,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0
laravel-wallet,261.0,USD,11,0,Laravel Wallet,技术型,open source,16,6,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0
network-time-foundation,875.0,USD,14,2,Network Time Foundation,技术型,"ntp, ptp, linuxptp, ptp4l, time, synchronization, linux time source, network time protocol, precision time protocol, 1588, open source",20,8,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,6.0
mir_community,14650.0,USD,11,0,MiR Community,技术型,,17,6,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.0
go-fed-activitypub-labs,2745.0,USD,8,0,Go-Fed ActivityPub Labs,技术型,community,18,5,Other,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4.0
geostyler,2205.0,USD,9,0,GeoStyler,技术型,"open source, typescript, geospatial, style, osgeo, foss4g",22,2,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0
open-post-academics,10129.77,USD,22,1,Open Post Academics (OPA),教育型,"community, education, humanities, knowledge sharing, open, postac, post academic, science, social science",10,10,Unknown,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4.0
breathe,263.61,USD,7,0,Breathe,公益型,"open source, python, breathe, sphinx, doxygen",18,3,Unknown,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4.0
ml4chemla,22059.81,USD,17,0,ML4chemLA,技术型,"civic tech, data science, open source, science, education, latin america, workshop",3,3,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0
secure-activism,440.0,USD,5,1,The Institute for Secure Activism,公益型,community,15,2,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0
aboutcode,42908.98,USD,19,0,AboutCode,技术型,"open source, software composition analysis, software vulnerabilities",7,9,US,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5.0
amogos,51.07,USD,18,0,AmogOS,技术型,"hacktoberfest, among us, amogos, sus, someordinarygamers, techhut",15,12,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.0
militiacreativelab,370000.0,USD,7,1,Militia Creative Lab,技术型,"arts and culture, social justice, usa",4,3,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.0
dia2110,3020.0,USD,32,0,Democracy in Action 2110 Slate,公益型,"union, rankandfile, campaign",31,27,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0
newether,8195.0,USD,8,0,NewEther 2.0 company,技术型,usa,6,3,US,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.0
happeningscommunity,11010.0,USD,7,0,hAppenings.community,公益型,"movement, holochain, community, happs, decentralisation, education",23,4,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0
nakas,155.03,USD,6,0,North American Karuta Appreciation Society,公益型,"wiki, japan, board games, card games, hanaufda",26,2,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0
civic-tech-field-guide,775.0,USD,15,1,Civic Tech Field Guide,技术型,"civic engagement, civic tech, open data, govtech",20,11,US,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.0
r2devops,1750.06,USD,8,3,R2Devops - The open source marketplace of CI/CD templates,技术型,"open source, devops, cicd",13,3,FR,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3.0
fabio,190.0,USD,7,0,fabio,技术型,"consul, go, golang, load-balancer, vault, open source",34,5,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0
deskreen,376.0,USD,25,9,Deskreen,技术型,open source,21,22,Other,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.0
world-ia-day-seattle,6456.48,USD,7,0,World IA Day Seattle,技术型,"world ia day, information architecture",4,3,US,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5.0
pybamm,624.2,USD,9,0,PyBaMM,技术型,"community, open source",19,1,Unknown,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0
icecream,197.0,USD,12,0,IceCream,技术型,"cloudkit, realm-database, realmswift, open source, ios, swift",29,8,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0
aedes,211.0,USD,12,0,Aedes,技术型,"nodejs, mqtt, mqtt-broker, broker, iot, javascript, open source",32,8,Unknown,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,5.0
vue-admin,99.0,USD,9,0,vue-admin,技术型,open source,32,6,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8.0
roots-ecovillage,260.0,USD,3,0,ROOTS Ecovillage,公益型,"coop, environment, ecovillage",26,1,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0
postgres,40500.0,USD,6,0,Postgres + Language Server,技术型,open source,7,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0
linter,250.0,USD,4,0,linter,技术型,open source,1,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8.0
apollo-elements,225.22,USD,5,0,Apollo Elements,技术型,open source,4,3,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
radiant-player,72.0,USD,6,0,radiant-player,技术型,open source,32,3,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8.0
blackinchem,15000.0,USD,29,0,BlackInChem,教育型,"education, event, science, stem",1,1,Unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4.0
antumbra-intermedia-events-ins,9500.0,USD,17,0,Antumbra Intermedia Events + Installations,技术型,"intermedia, multidisciplinary, sound, community",3,2,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1.0
ice,20.0,USD,3,0,ice,技术型,"open source, php, framework",20,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
mlpack,34140.02,USD,14,0,mlpack,技术型,open source,14,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
bigjs,5594.99,USD,9,0,big.js,技术型,"arbitrary-precision, bigdecimal, bignumber, decimal-places, javascript, open source",19,6,Unknown,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,7.0
laugh-it-out-hub,24909.75,USD,5,0,Laugh It Out Hub,公益型,"arts and culture, bay area, california, comedy, mental health, san francisco, usa, western usa, youth",14,1,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0
react-awesome-query-builder,865.0,USD,15,1,react-awesome-query-builder,技术型,"antd, antdesign, mongo, query-builder, react, react-component, react-components, reactjs, sql, typescript, open source, hacktoberfest, query, filter, query builder, filter builder",14,11,Other,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5.0
praw-dev,153.0,USD,5,0,PRAW,技术型,"open source, reddit, praw",15,2,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0
color,190.0,USD,7,0,Color.js,技术型,"color, open source, javascript, color science",15,3,Unknown,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1.0
ruidonoise,5000.0,USD,12,0,Ruido/Noise,技术型,community,2,2,US,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1.0
vue-material,187.0,USD,13,2,Vue Material,技术型,"vue, vue-material, vuejs, material, material design",17,7,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.0
forgefed,450.0,USD,7,1,ForgeFed,技术型,"devops, forge, standard, spec, federation, activitypub",17,4,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0
django-crispy-forms,372.48,USD,5,0,Django Crispy Forms,技术型,"django, python, open source",20,3,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.0
xdebug,1435.4,USD,8,0,Xdebug,技术型,open source,14,4,GB,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,5.0
sopel,436.73,USD,7,0,Sopel,技术型,"irc, irc-bot, irc-bot-framework, python, open source",13,4,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,7.0
lycheeorg,804.76,USD,5,0,LycheeOrg,技术型,"open source, php, lychee, photography, self-hosted",15,3,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.0
lowdefy-os,450.0,USD,4,0,Lowdefy,技术型,"open source, javascript, low-code, internal tools, web development, community",18,2,US,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,2.0
storyteller,1044.01,USD,19,1,Storyteller,教育型,"open source, javascript, epub, audiobooks, ebooks, self-hosted, react-native, ios, android",12,11,Unknown,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1.0
wwcodepune,1635.46,USD,15,0,Women Who Code Pune,技术型,"wwcode, meetup, diversity in tech, 501c3",20,5,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8.0
focused-collaboration,105175.99,USD,5,5,FOCUSED Collaboration,技术型,,1,1,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.0
websockets,2099.0,USD,4,0,websockets,技术型,"open source, python, websocket, realtime",13,2,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0
urduhack,380.0,USD,9,0,UrduHack,技术型,"open source, urdu, machine learning, deep learning, python, library, nlp",25,5,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,6.0
defunct,2917.83,USD,6,0,defunct.net,技术型,"domains, websites, email",2,1,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0
monotorrent,455.0,USD,6,0,MonoTorrent,技术型,"bittorrent, c-sharp, csharp, torrent, open source",19,4,Other,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5.0
drupalconsole,247.0,USD,11,0,DrupalConsole,技术型,"open source, drupal",27,6,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,9.0
start-up-company,3790.0,USD,8,0,Start Up company,技术型,"open source, usa, meetup, association",28,5,Unknown,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,3.0
cmeg-deai-fund,1987.05,USD,16,1,Chicago Museum Exhibitors Group (CMEG),公益型,"chicago, illinois, midwestern usa, usa",8,11,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0
cspell,53.34,USD,7,0,CSpell,技术型,open source,14,4,Other,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.0
doc-detective,254.5,USD,7,0,Doc Detective,技术型,"open source, documentation-tool, testing, documentation-testing, docs-as-tests, writing, content writing, content testing",15,5,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.0
tc-logistics-collective,748.53,USD,16,1,Twin Cities Logistics Collective,技术型,"mutual aid, food sovereignty",7,7,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0
the-archive-project,456000.0,USD,8,1,The Archive Project,公益型,"arts and culture, education, social justice",7,5,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0
lefrak-corona-ma,2400.0,USD,28,0,LeFrak City & Corona Mutual Aid Network,公益型,"corona, covid, covid-19, food, groceries, mutual aid, mutualaid, new york, new york city, nyc, queens, usa",23,23,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0
rebelsmanager,15150.0,USD,11,3,XR Rebels Manager,技术型,"open source, extinction-rebellion, extinctionrebellion, rubyonrails, climate-change",18,8,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0
cp-algorithms,70.33,USD,5,0,cp-algorithms,技术型,open source,14,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0
revogrid,611.0,USD,5,1,Revogrid,技术型,"open source, spreadsheet, excel, datagrid, ui, revolist, revogrid",15,3,Other,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.0
makurspace,32415.0,USD,12,1,MakUrSpace,技术型,"community, makerspace, diy, 3dprinting",22,4,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3.0
dividon,610.8,USD,13,3,DiviDon,公益型,"brooklyn, mutual aid, new york, new york city, nyc, texas, usa, wealth redistribution",11,9,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.0
loadable,807.0,USD,12,0,Loadable Components,技术型,"code-splitting, dynamic-import, react, react-async-component, react-loadable, react-router, server-side-rendering, ssr, webpack, open source",19,9,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0
wwcodeindianapolis,1584.05,USD,12,0,Women Who Code Indianapolis,技术型,other,14,2,US,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,6.0
satellizer,2142.0,USD,7,0,satellizer,技术型,open source,26,3,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,9.0
wwcodechennai,1732.37,USD,11,0,WWCode Chennai,技术型,"wwcode, meetup, diversity in tech",17,1,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8.0
lychee-collective,910.0,USD,6,0,lychee,技术型,"open source, link, checker, rust",15,4,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0
metapsychosis,300.0,USD,9,0,Metapsychosis,技术型,"literature, poetry, fiction, journal, magazine, co-op, cooperative, science fiction, sci-fi, visionary, arts and culture",26,6,US,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7.0
bludit,193.0,USD,12,0,Bludit,技术型,"blog, blog-engine, cms, engine, flat-file, json, php, plugins, theme, website, file based, open source",20,9,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0
feedthatkid,723.0,USD,14,1,Feed that Kid Global,公益型,"education, humanitarian, humanitarian aid, hunger, starvation, kids, community education",12,2,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0
abelljs,80.0,USD,6,0,Abell,技术型,open source,16,3,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5.0
thrive-community-garden,66.56,USD,3,0,Thrive Community Garden,公益型,"gardens, community, australia, permaculture, melbourne, coop",26,1,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6.0
ypc-movement-training,22000.0,USD,5,0,YPC Movement Training Fund,教育型,,1,1,Unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.0
prettier-eslint,155.16,USD,7,0,Prettier ESLint,技术型,"open source, prettier, prettier-eslint, eslint, foss, oss",12,3,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.0
bwob2024,13055.0,USD,28,3,Fundraising 2024: Biotech Without Borders,公益型,"fundraising, science, community organizing, community",26,24,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0
fediverse-friendly-open-collective,2584.66,USD,8,0,Fediverse friendly Open Collective,技术型,,25,5,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.0
nekox,163.0,USD,10,0,Nekogram X for Telegram,技术型,open source,11,6,Other,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.0
vanilla-rtb,125.0,USD,6,0,vanilla-rtb,技术型,"ad-tech, programmatic, real-time bidding, beeswax, rubicon project, gum gum, bidder, ads, targeting, impressions, shared memory, low latency, optimization, open source, multithreaded, ads campaign",25,2,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,7.0
datafestafrica,8100.0,USD,18,0,Data Community Africa,技术型,"data, open source, community",13,11,Other,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,3.0
navit,376.0,USD,16,0,navit,技术型,open source,24,4,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8.0
cleveland-books-to-prisoners,200.0,USD,5,1,Cleveland Books to Prisoners,公益型,"abolition, cleveland, ohio, prison abolition, education, resource",10,1,US,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0
tyrantosaurex,427.0,USD,10,3,Tyrantosaurex,技术型,community,26,8,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2.0
casa-finca-wellness,25150.0,USD,10,0,Casa Finca Wellness,公益型,"health & wellness, community care, community",4,4,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0
gfx-rs,460.0,USD,10,0,gfx-rs hardware,技术型,"open source, rust, graphics",14,8,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0
wwcodeaccra,2104.43,USD,13,0,WWCode Accra,技术型,"wwcode, meetup, diversity in tech",11,2,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8.0
itai-almor-art-projects,5005.0,USD,9,0,Itai Almor Art Projects,技术型,"arts and culture, illustration, design, education, community engagement",3,2,US,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
go-coap,1480.0,USD,6,1,Go-Coap,技术型,"open source, golang, coap, iot",18,2,Other,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5.0
amazon-workers-for-democracy,170.0,USD,9,0,Amazon Workers For Labor Democracy,公益型,"union, amazon, democracy, community",9,3,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0
macc_nyc,2932.65,USD,8,1,MACC NYC,公益型,"anarchist, direct democracy, direct action, mutual aid, horizontal leadership, anti-oppression, anti-racism, feminism, disability justice, community",14,5,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0
semaphore,585.01,USD,6,1,Semaphore UI,技术型,open source,12,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0
cbmoniker,545.0,USD,7,0,C.B. Moniker Projects Fund,公益型,"music, film, theater, art, community, love",17,2,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0
uprising-commissary-fund,15755.0,USD,7,0,Uprising Commissary Fund,公益型,"social movement, abolition, prison abolition, incarceration, community",4,4,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0
bevry,160.0,USD,6,0,Bevry,技术型,,23,3,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.0
ngx-bootstrap,775.0,USD,11,0,ngx-bootstrap,技术型,"angular, bootstrap, carousel, components, datepicker, daterangepicker, modals, popover, select, sortable, typeahead, widgets, open source",24,8,Other,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,6.0
fre,24.0,USD,4,0,fre,技术型,"fiber, fre, hooks, javascript-library, jsx, react, react-like, open source",12,2,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0
decap,652.07,USD,11,0,Decap CMS,技术型,"open source, javascript, headless cms, git-based cms, react",12,4,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1.0
peerbit,175.38,USD,6,0,Peerbit,技术型,"open source, p2p, distributed storage, ipfs, libp2p",11,3,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0
the-open-circle-foundation,11897.75,USD,19,0,The Open Circle Foundation,公益型,"usa, education, transformation, cultural transformation, community building, community engagement",11,12,Unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.0
csstree,565.0,USD,8,0,CSSTree,技术型,"open source, javascript, css, tools",18,6,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0.0
kuumba-collective,7671.52,USD,7,0,The Ku’umba Collective,公益型,"arts and culture, coop, housing cooperative",5,3,Unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0
femdevs,110.0,USD,8,1,The FemDevs,技术型,"javascript, open source, community",6,3,US,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1.0
gatherfor-team-8,2700.0,USD,11,0,Thriving Mamas,公益型,community,9,1,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0
communicas,10196.2,USD,8,0,Communicas,技术型,"commons, covid, education, environment, lawn transitions, learning, media production, n2n, neighborhoods, organizing, permaculture, research, sustainability, usa",4,2,US,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5.0
donut,143.0,USD,13,2,DONUT,技术型,"open source, social-platform, non-profit, servers, discussion-portal, programming, html, css, nodejs, mongo, sql, socket.io, jquery, java, javascript, angular, python, react, express, databses, clouding, networking, codethons, open-source projects, researching",22,8,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,7.0
css-gg,190.0,USD,4,0,css.gg,技术型,"css, icons, open source",19,1,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0
hydephp,70.0,USD,8,0,HydePHP,技术型,"open source, php, laravel, static site generator, static-site-generator, markdown",9,3,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.0
fluentvalidation,720.0,USD,13,0,FluentValidation,技术型,open source,10,10,GB,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,4.0
cables,725.0,USD,6,0,cables,技术型,"discord, open source, chatbot, python, privacy",4,3,US,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3.0
actionshub,151.91,USD,5,0,ActionsHub,技术型,"open source, github actions",23,1,GB,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2.0
los-angeles-global-shapers,12030.0,USD,16,0,Los Angeles Global Shapers,公益型,"california, climate justice, education, employment, equity and inclusion, los angeles, usa, western usa",2,2,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.0
javaparser,195.0,USD,4,0,Javaparser,技术型,"open source, java, parser",8,2,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.0
vue-tables-2,160.0,USD,6,0,Vue Tables 2,技术型,"datatable, grid, table, vue, vue-components, open source",11,3,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0
worldimprovementlab,11000.0,USD,6,1,World Improvement Lab,公益型,"art, arts and culture, california, changing the world, civic tech, climate change, community, design, education, environment, fire preparedness, fire safety, technology, usa, world improvement, writing",1,2,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5.0
contribkanban,730.0,USD,10,5,ContribKanban,技术型,"other, drupal",18,7,US,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,6.0
primal-lust-cooperative,1075.59,USD,14,0,Primal Lust Co-Op,技术型,"community, primal, pl c-o, primal lust co-op, primal lust, primal lust coop, primal lust cooperative",19,6,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3.0
sidekiq-batch,225.0,USD,4,0,Sidekiq Batch,技术型,open source,9,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0
gwes-ern,228.43,USD,5,0,GWES EAS Relay Network,技术型,community,7,2,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3.0
stacer,89.5,USD,15,0,Stacer,技术型,"desktop-application, linux, monitoring, optimizer, stacer, system, system-information, ubuntu, open source",12,13,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,6.0
dataphilly,1612.71,USD,7,0,DataPhilly,技术型,"501c3, civic tech, mid-atlantic usa, pennsylvania, philadelphia, usa",2,2,US,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5.0
monteverde-friends-2022,2384.0,USD,21,0,Monteverde Friends School - Caminata 2022,公益型,community,19,19,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0
wwcodesacramento,1746.5,USD,8,0,WWCode Sacramento ,技术型,"wwcode, meetup, diversity in tech, 501c3",10,3,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8.0
freedictionaryapi,45.0,USD,5,0,Free Dictionary API,技术型,"open source, dictionary api, free dictionary api",8,3,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0
latinx-in-ai-research,6594.19,USD,15,0,LatinX in AI,公益型,"artificial intelligence, research, latinx, association",19,11,US,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,6.0
corporate-purpose-project,90.0,USD,7,0,Corporate Purpose Project,公益型,"new economy, systems thinking, systems change, regenerative economy, regenerative paradigm, think tank",9,1,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0
loving-children,2364.0,USD,5,0,Loving Children,公益型,community,10,2,Other,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0
alice-street-mutual-aid,65.0,USD,6,3,Alice Street Mutual Aid,公益型,"california, covid, covid-19, mutual aid, oakland, usa, western usa",13,2,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0
nthumods,24.0,USD,6,0,NTHUMods,技术型,open source,9,3,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.0
verso,213.0,USD,8,0,Verso,技术型,"rust, browser, open source",10,4,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.0
farstar,130.0,USD,10,1,React course for beginners to support Ukraine,教育型,,8,6,Other,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0
flutter-form-builder-ecosystem,55.0,USD,6,2,Flutter Form Builder Ecosystem,技术型,"open source, flutter, dart, forms, github",6,3,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0
children-should-sleep-inside,11205.0,USD,15,0,Housing for Angolan Refugee Family,公益型,"community, refugees, homelessness, asylum seekers, families",12,12,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0
