slug,members,updates,name,type,tags,contributionsCount,totalFinancialContributors,country,flag,tag_community,tag_open source,tag_javascript,tag_other,tag_association,type_公益型,type_技术型,type_教育型,country_DE,country_FR,country_GB,country_Other,country_US,country_Unknown,age,propensity_score
iot-open-tech,115,1,IoT open Tech,技术型,"association, the things network, lora, lorawan, iot",242,62,Other,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,6.0,0.6902401995177339
dearpygui,20,0,DearPyGui,技术型,open source,137,15,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.45812052040630896
gbadev,25,0,GBADEV,技术型,open source,123,9,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0,0.44464053333282144
analyzebasilicata,48,0,Analyze Basilicata,技术型,,259,41,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8.0,0.571790616888698
strawberry-graphql,22,3,Strawberry GraphQL,技术型,"open source, graphql, python, apis",119,13,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.47999476515338635
tsed,26,0,Ts.ED,技术型,"decorators, dependency-injection, express-decorators, express-router, ioc, lifecycle-hooks, middleware, nodejs, rest-api, socket-io, typescript, open source, swagger, koa, stripe, oidc, passportjs, ajv, jsonschema, objectionjs, typeorm, graphql",186,21,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0,0.5395489285224083
supabase-supasquad,28,0,SupaSquad,技术型,open source,50,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.0,0.48425875296397625
ifme,16,0,if-me.org,公益型,"javascript, rails, ruby, open source, react, social impact, community, ruby on rails, mental health, nonprofit, mental illness, interationalization",121,13,Unknown,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,8.0,0.4271273344057246
technovationmx,28,3,Technovation Girls México,技术型,"movement, education, entrepreneurship, youth, empowering girls",280,12,Other,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8.0,0.6981699769262256
anticensority,45,0,Обход блокировок Рунета,技术型,"anticensorship, antizapret, chrome-extension, chromium, freedom, pac-scripts, open source",189,39,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7.0,0.6520575344469632
construct-community,28,0,Construct Community,公益型,"community, construct, game, development, game development",118,21,Unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,4.0,0.33226999305013544
sage_math,45,2,SageMath,技术型,open source,151,37,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0,0.5036966729333483
final-form,28,0,Final Form,技术型,"asynchronous, form, form-validation, forms, react, state-management, subscription, validation, open source",216,24,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0,0.5387381726817105
wwcodeseoul,24,0,Women Who Code Seoul,技术型,other,133,13,Unknown,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,6.0,0.5192254529048419
criticalmaps,36,0,Critical Maps,技术型,,146,29,DE,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5.0,0.6489545908839786
wikis-world,24,4,Wikis World,教育型,"mastodon, fediverse, wiki",125,16,US,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.0,0.5041022506993147
figura,28,0,Figura,技术型,"minecraft, open source, java, fabric, quilt, minecraftforge",104,22,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0,0.40773137762278455
wordpress-gwinnett,29,0,WordPress Gwinnett,技术型,"atlanta, civic tech, education, georgia, meetup, southeastern usa, tech meetups, usa, wordpress",198,20,US,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8.0,0.7517634672000559
aashnaplus,42,0,Aashna+,公益型,"london, intersectionality, counselling, psychotherapy, therapeutic community, groups",110,30,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,0.4108484598282271
vitest,34,0,Vitest,技术型,"open source, javascript, testing, react, vue, vite, vitest",138,21,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2.0,0.4163525402528042
vermont-village-school,26,2,Vermont Village School,教育型,"education, microschool, vermont, community",62,11,US,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2.0,0.5009580097429853
the-london-django-meetup-group,25,0,The London Django Meetup Group,技术型,uk,132,13,GB,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7.0,0.6938401486275214
bincrafters,17,1,Bincrafters Community,技术型,"bincrafters, community, conan, c++, cpp, cross-platform, bintray, open source, boost",221,10,Unknown,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,7.0,0.5460377403502603
async-rs,11,0,async-rs,技术型,"other, programming, rust, concurrency",164,8,Unknown,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,5.0,0.48121285743817793
kornia,17,0,kornia,技术型,"open source, computer vision, deep learning",132,7,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.0,0.57585671051702
email-markup-consortium,20,1,Email Markup Consortium,技术型,,96,11,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0,0.4416442725596592
drupalasheville,75,6,Drupal Asheville,技术型,"501c3, asheville, civic tech, drupal, event, knowledge, nc, north carolina, online, open source, southeast usa, usa",75,51,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,7.0,0.7746446885004457
econ-ark,29,0,Econ-ARK,技术型,"open source, economics, macroeconomics, structural modeling",3,2,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,0.6812590386407393
javascript-obfuscator,110,13,javascript-obfuscator,技术型,"open source, javascript-obfuscator, obfuscation, uglify, protection, javascript, obfuscate, js-obfuscator, obfuscator, mangle, encoding, security, nodejs, typescript",151,97,Other,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,8.0,0.7512553960823831
bnesocial,30,0,BNE Social,技术型,"mastodon, social, community",152,24,Other,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1.0,0.4933272487562783
awethu,64,2,The AWETHU School of Organising,教育型,"community, climate justice, black liberation, collective liberation",112,51,GB,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0.42996467770469243
tastyigniter,19,0,TastyIgniter,技术型,"food-ordering, laravel, management-system, online-orders, ordering-system, php, platform, pos, reservation-system, restaurant-management, restaurant-menu, tastyigniter, open source",114,16,GB,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,6.0,0.6605921068974102
rde,19,4,RDE,技术型,"open source, scheme, guix, emacs, lisp, free software, floss, foss, linux, rde, guile, community",111,11,Unknown,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2.0,0.4307524345100389
deeptimewalk,116,0,Deep Time Walk Project,教育型,"community, deeptime, earth, walk, deep time",198,96,GB,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4.0,0.5149720989485229
koel,24,0,koel,技术型,open source,174,20,DE,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,9.0,0.7356225846819984
taguette,37,3,Taguette,技术型,"qualitative, research, open source, caqdas, hacktoberfest",125,30,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.0,0.6775057730803984
scoopinstaller,18,0,Scoop,技术型,"open source, windows, powershell, scoop, installer, command line",123,10,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0,0.43459904838482405
east-bronx-dems,216,4,East Bronx Dems Mutual Aid Group,公益型,"bronxmutualaid, covid, covid-19, eastbronxdems, food, groceries, mutual aid, mutualaid, new york, new york city, nyc, thebronx, usa",218,200,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.0,0.6185488581067062
react-pwa,15,3,React PWA,技术型,"progressive-web-application, babel, code-splitting, es6, es6-javascript, es7, expressjs, hot-reload, hsts, hstspreload, javascript, pwa, react, react-router, reactjs, redux, seo, srcset, ssr, webp, webpack, open source",217,11,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,7.0,0.5536431885317615
iffybooks,20,1,Iffy Books,教育型,community,184,15,Unknown,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0,0.29109174321842973
nightwatch,21,0,Nightwatch,技术型,"open source, end-to-end, testing, automated testing, end-to-end testing, node.js, nightwatch",167,14,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,9.0,0.5937505586489126
coding-grace,13,13,Coding Grace,技术型,"association, diversity, diversity-friendly, workshops, events, technology, coding, steam",143,10,Other,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,5.0,0.6627361778482616
doorkeeper-gem,17,9,doorkeeper,技术型,"authentication, authorization, doorkeeper, grape, oauth, oauth2, oauth2-provider, oauth2-server, ruby-on-rails, open source",135,13,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.0,0.5611876582701609
phpbb,18,0,phpBB,技术型,"open source, php, community",129,10,Unknown,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0,0.43459904838482405
commongood_,23,0,Common Good,公益型,,124,13,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.0,0.45845441552257055
les-chemins-de-la-transition,17,0,Les Chemins de la Transition,公益型,"movement, transition, open source, community",172,12,FR,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,2.0,0.40483206389222975
orca_4_el,34,1,ORCA,技术型,"environment, mutual aid, environmental justice",91,13,GB,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2.0,0.5865751489710885
bristolcopwatch,64,6,Bristol Copwatch,公益型,"blacklivesmatter, bristol, wecopwatch, policemonitoring, communityselfdefence",95,49,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.0,0.5316162453295059
klima-camp-south-tyrol,115,0,Klima-Camp South Tyrol,公益型,"climate, climate justice, climate action, youth for climate, klimabewegung, klimacamp, ambientalismo, cambiamento climatico, degrowth, postwachstum, community",109,99,Other,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2.0,0.41003828346742544
accel-ai,26,0,Accel AI Institute,技术型,"tech meetups, artificial intelligence, machine learning, deep learning, social impact, ethical ai",255,21,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.0,0.5395489285224083
rapid-sensemaking-framework,6,1,Rapid Sensemaking Framework,技术型,"sensemaking, collective intelligence, cross-platform, open source",148,3,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5.0,0.598053169967076
headcrab,18,4,Headcrab,技术型,"open source, rust, debugger, developer tools, rust-debugging",191,15,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.0,0.5051266377339377
circles,26,5,Circles,公益型,"ubi, crypto, cryptocurrency, basic income, universal basic income, blockchain, coop, open source, cooperative, commons, 501c3",183,19,Unknown,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6.0,0.4085176935939673
mun,4,0,Mun,技术型,"open source, programming language, hot reloading, game, virtual reality, augmented reality, robotics, wasm, webassembly",1,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.3503876344935885
brighton-and-hove-stop-the-war,46,0,Brighton & Hove Stop the War,公益型,,85,34,Unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,0.31619471527740206
dillpicklecoop,75,4,Dill Pickle Food Co-op,公益型,"community, cooperative, food system",200,71,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,0.5576293364127666
tiny-minotaur,30,0,Tiny Minotaur,技术型,"theater, immersive, performance, arts and culture, fantasy, larp, punk, community",10,6,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2.0,0.6298357056145428
