slug,name,type,tags,contributionsCount,totalFinancialContributors,country,flag,tag_community,tag_open source,tag_javascript,tag_other,tag_association,type_公益型,type_技术型,type_教育型,country_DE,country_FR,country_GB,country_Other,country_US,country_Unknown
nocado,Nocado,技术型,"opencollective, uk, london, collective, pollution, online shopping, nocado, air, children, school, primary, community, archway",67,65,GB,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
coinmashco,Coinmash,技术型,"crypto, cryptocurrency, crypto news, web3, community, bitcoin",86,9,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
duostories,Duostories,教育型,"language learning, open source, javascript, react",52,7,Unknown,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1
pymc,PyMC,技术型,"community, open source",51,5,Unknown,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
wordpress-tampa-bay,WordPress Tampa Bay,技术型,"wordpress, tampa bay, st petersburg, meetup",68,4,US,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
york-anti-racist-collective,York Anti-Racist collective,公益型,,30,23,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
queer-futures-collective,Queer Futures Collective (The Orfelia Project),公益型,"queer, art, arts and culture, community",32,26,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
infection,Infection PHP,技术型,"open source, mutation testing, unit testing",55,3,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ocf-holding,OCF Holding,公益型,community,133,81,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ouishare,Ouishare,技术型,community,135,14,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
libre-soc,Libre-SOC,技术型,"libre-soc, 3d, openpower, openhardware, hacktoberfest",58,8,GB,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
flow-for-vscode,flow-for-vscode,技术型,"open source, flow, javascript, js, vscode",77,2,Unknown,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
critcare,critcare,公益型,community,92,11,GB,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
stichting-democracynext,Stichting DemocracyNext,公益型,"non-profit organization, citizens' assemblies, deliberative democracy, democracynext",9,2,Other,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
grain,Grain,技术型,open source,109,5,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
lark,Lark,技术型,open source,49,1,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
atlas-computing,Atlas Computing,技术型,community,11,8,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
fridaysforfuture-usd-it-admin,Fridays For Future USD IT & Administration,公益型,"activism, climate justice, environment, technology, usa",74,6,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
beercss,Beer CSS,技术型,"material design, css framework, open source, semantic, minimalist, lightweight, css, html, javascript, beer, beercss",57,7,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
cassowary,Cassowary,技术型,"open source, linux, virtual machines",56,10,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
haxe,Haxe,技术型,"compiler, cross-platform, haxe, language, macros, programming-language, transpiler, open source",78,5,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
feedback-prime,Feedback-Prime,技术型,community,65,2,Other,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
indigenous-and-modern,Indigenous & Modern,教育型,,45,26,Unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
queer-campout,Queer Campout,公益型,"queer & trans, summer camp, fundraising, community",68,48,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
cadcad1,cadCAD,技术型,"other, python, systems, engineering, simulations, open source",64,4,US,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0
pitchblackrecovery,PitchBlack Recovery Project,技术型,"android, recovery, pbrp, pitchblack",66,32,Other,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
manybabiesoce,ManyBabies Financial Collective,公益型,"open science, psychology, collaboration",19,4,Unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
denosaurs,Denosaurs,教育型,"open source, deno, denosaurs, javascript, typescript, web",57,4,Unknown,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1
goatech,Gathering for Open Agricultural Technology,技术型,"movement, agriculture, open source",63,9,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
wwcodetaipei,WWCode Taipei,技术型,"wwcode, meetup, diversity in tech",69,10,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
able2uk,Able2UK,公益型,"disability, news, campaigning",52,3,GB,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
master-co,Master,教育型,,64,14,Other,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
onearmy,One Army Community Platform,公益型,"community, sustainable, recycling, plastic, eco, green",58,5,Unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
plymouth-reg,Plymouth Recovery and Empowerment Group,公益型,,5,4,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
debateville,Debateville,教育型,"host, smartcity, brusselstogether, fearlesscity, fearless city, brussels, europe, vzw, asbl, other, pta, studentclub, politicalparty, movement, lobbying, neighborhood, coop, association, collective, meetup, education, socialprofit, socialentrepreneur, youth, debate, eloquence, public speaking, equalopportunities",53,17,Unknown,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
transdb,Trans*DB,技术型,"trans, transgender, healthcare, website, search engine",55,12,DE,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
stardust-xr,Stardust XR,技术型,"xr, openxr, vr, augmented reality, virtual reality, rust, linux, open source",53,5,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
prismarinejs,PrismarineJS,技术型,open source,56,11,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
rebuild-economy-leadership-you,"Rebuild: the Economy, Leadership and You",教育型,community,79,10,Other,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
appalachianmedicalsolidarity,Appalachian Medical Solidarity,公益型,community,76,26,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
punkshangaren,Punkshangaren,技术型,"circus, community",61,8,Other,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
casljs,CASL,技术型,"acl, authorization, cancan, casl, isomorphic-javascript, permissions, open source",61,13,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
stylus,stylus,技术型,"open source, css, stylus, web",60,4,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
modern-js-dp,Modern JS,技术型,,25,9,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
golang-guadalajara,Golang Guadalajara,技术型,community,106,9,Other,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
our-agency-network,Our Agency Network,技术型,,7,3,GB,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
leafletjs,Leaflet,技术型,"open source, maps, leaflet, javascript",63,11,Other,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
mwmbl,Mwmbl - a non-profit search engine,技术型,open source,59,6,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
validatorjs,validator.js,技术型,"input, javascript, node, sanitization, sanitize, validate, validation, validations, validator, open source, nodejs, node.js, js",69,8,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
typia,typia,技术型,open source,46,9,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
hidden-hare,Hidden Hare Creative Guild,技术型,community,91,5,US,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
thes7foundation,The S7 Foundation ,公益型,open source,107,12,Unknown,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
insubordination-station,Insubordination Station Harm Reduction,公益型,"community, harm reduction, overdose training, syringe service program, syringe exchange, community outreach",46,14,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
cwc-dc,CwC Digital Commune,技术型,community,92,4,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
scipy,SciPy,技术型,open source,80,5,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
aiogram,aiogram,技术型,"aiogram, python, telegram",90,42,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
nycpp,NYC++ Meetup,技术型,"meetup, c++, nyc",48,11,US,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
neag-finance-collective,NEAG Finance Collective,技术型,,57,15,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
bkhroc,Brooklyn Harm Reduction Outreach Cooperative,公益型,"harm reduction, community",14,9,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
retrospring,Retrospring,技术型,"open source, social network, question and answer, ruby on rails",56,13,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
summernote,Summernote,技术型,open source,57,19,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
pyke-osai,pyke.io,技术型,"open source, rust, community",50,10,Unknown,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
doma,Doma,技术型,"open source, java, orm",31,7,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
allthingslinux,All Things Linux,技术型,"open source, linux, foss, unix, community",70,34,Unknown,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
earthlingsaux,Earthlings Augsburg,公益型,"community, earthlings, animalrights, vegan, activism, animals, animalliberation, antispeciesism",49,12,DE,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
accounts-js,accounts-js,技术型,"accounts, javascript, graphql, oauth, rest, open source, authentication",95,4,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
grapher,grapher,技术型,"open source, graphql like, fast fetches, relational nosql, relational meteor",84,4,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
userfrosting,UserFrosting,技术型,"login, login system, php, user management, userfrosting, users, framework, full stack, open source",108,15,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
lesspass,LessPass,技术型,"anonymous, lesspass, password, password-manager, passwords, privacy, self-hosted, open source",70,35,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
almalinux-os-foundation,AlmaLinux OS foundation,技术型,"linux, operating systems, open source, rhel",87,9,US,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
htop,htop,技术型,"civic tech, online, resource, open source",57,11,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
webhook,webhook,技术型,"webhook, github, gitlab, bitbucket, hook, integration, ci, cd, execute scripts, git, push, commit, incoming webhook, incoming hook, webhook server, hook server, open source",76,27,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
chiral-comunidad,Chiral,技术型,"resiliencia, comunidad, autogestión, repoblación, apoyo mutuo, justicia climática",51,7,Other,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
wwcodechicago,WWCode Chicago,技术型,"wwcode, meetup, diversity in tech, 501c3",62,5,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
codaqui,Codaqui,技术型,"open source, association, community support",60,13,Other,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0
les-pizzas-du-coeur,Les Pizzas du Coeur,公益型,community,48,18,Other,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
redwoodjs,RedwoodJS,技术型,"javascript, react, full-stack, graphql, prisma, jest, storybook",55,9,US,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
infyomlabs,InfyOm Laravel Generator,技术型,"laravel, api-generator, crud-generator, open source",96,17,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
intersexioniit,intersexioni,技术型,,3,2,Other,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
jreleaser,JReleaser,技术型,"open source, tools, build tools, java, maven, gradle, homebrew, snapcraft, scoop, jbang, docker, chocolatey",57,7,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
comunica-association,Comunica Association,技术型,open source,46,5,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ohn,Open Hospitality Network,公益型,"community, open source, fediverse, hospitality-exchange",48,5,Unknown,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
namelessmc,NamelessMC,技术型,"open source, minecraft, namelessmc, website, forum, cms, php",55,4,GB,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
wedistribute,We Distribute,公益型,"fediverse, journalism, media, community",80,18,Unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
xr-cop-internet-needs,XR COP Internet Needs,技术型,community,112,89,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
academic-family-tree,Academic Family Tree,教育型,"civic tech, coop, education, global, online, research, usa",59,31,Unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
cmag,Chicago Mutual Aid Gardens,公益型,"chicago, covid, covid-19, food, garden, illinois, midwestern usa, mutual aid, usa",60,14,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
endurance-scholarship,The Endurance Scholarship,教育型,"chicago, community, education, travel, illinois, usa, students",57,48,Unknown,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
thenewoil,The New Oil,技术型,"privacy, security, anonymity",109,38,US,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
stalbansheart,St Albans Heart,公益型,"community, local, social experiment, in-person, all ages, intentional, goodness truth beauty, personal practice, intersubjective, beneficial action, next stage",55,6,GB,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
pionir,Pionir Free School,教育型,school,49,26,Other,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
bonobot-club,Bonobot Club,技术型,community,54,3,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
climate-coaching-alliance,Climate Coaching Alliance,公益型,,49,28,GB,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
bot-whatsapp,Bot Whatsapp,技术型,"open source, whatsapp, bot, node, dialogflow",56,54,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
bruijnlogistics,Bruijn Logistics,技术型,community,89,22,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
southmasks-cv19-support-group,SouthMasks CV19 Support Group,公益型,"covid-19, community, support, ppe, face masks, face shields, gloves, sanitiser, friendly, helpful, sewing, 3d printing, ear protectors",103,72,GB,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
ttww-infrastructure-fund,The Tech We Want Infrastructure Fund,技术型,,27,3,US,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
heklerke,HEKLER,技术型,"archive, arts and culture, community, education, collaboration, collective, transnational",28,10,US,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
webpd,WebPd,技术型,open source,52,20,FR,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
moa,Moa,技术型,"mastodon, open source, twitter, fediverse, moaparty",117,41,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
the-gita-initiative,The Gita Initiative,教育型,open source,54,5,Other,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
gatherfor-team-7,Core 5,技术型,community,56,6,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
redeclipse,Red Eclipse,技术型,,45,10,Other,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
jotai,Jotai,技术型,open source,56,9,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
caddy-security,AuthCrunch aka Caddy Security,技术型,open source,49,6,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
bikebike-everywhere,Bike!Bike! Everywhere!,公益型,"athletics, bike!bike!, bikebike, bike bike everywhere, bike!bike! everywhere!, bike collectives, civic tech, community bike orgs, community bike shops, event, health, language justice, online, resource, usa",53,52,Unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
wikipedia-coop-fund,Wikipedia Coop Fund,公益型,coop,109,13,Unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
yarn-bomb-stapleford,Yarn Bomb Stapleford,公益型,community,30,6,GB,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
eco-enabler-alliance-cic,Eco-Enabler Alliance CIC,公益型,,38,9,GB,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
wwcodevancouver,Women Who Code Vancouver,技术型,"wwcode, meetup, diversity in tech",63,12,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
malaga-sa-strings,Malaga Sā Strings,技术型,community,19,11,Other,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
apollo-universal-starter-kit,apollo-universal-starter-kit,技术型,"apollo, auth, docker, docker-compose, expo, exponent, graphql, react, react-native, redux, starterkit, universal, webpack, open source",106,8,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
lighthouse,Lighthouse,技术型,"association, burning man, burners, regenerative culture, community",28,12,Other,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
wwcodetwincities,WWCode Twin Cities,技术型,"wwcode, meetup, diversity in tech, 501c3",40,17,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
single-spa,single-spa,技术型,"open source, nonprofit",55,14,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ruijinet,RuiJi.Net,技术型,,87,4,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
botkit,Botkit,技术型,"bot, bot-application, botkit, botkit-studio, bots, chatbot, cisco-spark, conversational-ui, facebook, facebook-bot, facebook-messenger, glitch, making-bots, microsoft-bot-framework, microsoft-teams, slack, sms, twilio, web-bot, workplacebyfacebook, open source",110,15,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ozw,OpenZWave,技术型,,63,11,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
lemmy-ca,lemmy.ca,技术型,"canada, community",82,17,Other,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
easyclangcomplete,EasyClangComplete,技术型,"sublimetext, auto-complete, c++, c, sublime, completion, plugin, open source",62,15,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
tech-interview-handbook,Tech Interview Handbook,技术型,"algorithm, algorithms, coding-interviews, interview-practice, interview-preparation, interview-questions, open source",94,83,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
pleroma-euro,Pleroma (€),技术型,"community, open source, foss, fediverse, pleroma, mastodon, activitypub, ostatus",50,9,Other,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
black-families-love-and-unite,Black Families Love and Unite,公益型,"movement, community, civil rights, social justice, child welfare, reproductive justice",5,5,US,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
redis-oplog,redis-oplog,技术型,"meteor, reactivity, redis, open source",86,4,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
commanded,Commanded,技术型,,69,8,GB,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
swag,swag,技术型,"annotations, golang, swagger, swagger2, open source",69,8,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
wearerebel,We are Rebel,公益型,"association, brusselstogether, open source, movement, europe, commonshub, web development",101,9,Other,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0
projectsend,ProjectSend,技术型,"open source, file sharing, clients, freelancers, private files",45,39,Other,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
london-for-a-free-palestine,London for a Free Palestine,公益型,"palestine, community",42,13,GB,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
napi-rs,NAPI-RS,技术型,open source,54,7,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ljescuelita,Escuelita de Justicia del Lenguaje // Language Justice Escuelita,教育型,,14,13,Unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
bx-community-collective,Community Members Supporting BxD Workers,公益型,"workers, strike, labor, community",39,37,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
gce-lx,Greve Climática Estudantil Lisboa,公益型,"climate justice, students, activism",42,23,Other,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
the-weaving-lab,The Weaving Lab,技术型,"community weaving, system change, collaboration, community",38,23,Unknown,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
npkill,npkill,技术型,"cli, developer-tools, module, node, nodejs, npm, tool, typescript, open source",80,20,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
tenants-united-south-chicago,Tenants United of South Chicago,公益型,"chicago, covid, covid-19, housing, illinois, midwestern usa, online, tenants organization, usa",11,37,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
probe-rs,probe-rs,技术型,open source,55,4,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
scikit-learn,scikit-learn,技术型,open source,70,4,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
fake-blood-film,Fake Blood Film,技术型,"film, documentary, women's health, periods",26,21,GB,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
next-steps,Next Steps Project,技术型,community,3,4,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
community-care-tucson,Community Care Tucson,公益型,"community, mutual aid, tucson, food, unhoused, water, clothing",100,57,US,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
lead-awareness-nz,Lead Aware NZ,公益型,community,47,19,Unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
the-camila-foundation,The Camila Foundation,公益型,"chicago, event, illinois, la villita, midwestern usa, mutual aid, pilsen, usa, workshop",47,40,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
anansi-revolutionary-collective,ANANSI Revolutionary Collective,公益型,"art, arts and culture, black, community, music, online, pan-african, pro-black, usa, visual art, global, international",5,3,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
resxresourcemanager,ResXResourceManager,技术型,"open source, visual studio, localization, internationalization",79,16,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
housing-consultancy,Housing consultancy,公益型,community,2,1,GB,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
svgbob,Svgbob,技术型,open source,54,2,Unknown,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
net-ssh,net-ssh,技术型,open source,59,3,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
railways,Steam 'n' Rails Collective,技术型,"open source, java, minecraft",39,11,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
front-end-checklist,Front-End-Checklist,技术型,"checklist, css, front-end-developer-tool, front-end-development, frontend, guidelines, html, javascript, list, reference, web-development, open source",77,13,Unknown,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
columbiana-county-pride,Columbiana County Pride,公益型,"lgbtqia+, pride, community, ohio, advocacy",38,34,Unknown,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
xr-mapa-actions,XR MAPA Actions,公益型,"climate, environment, biodiversity, extinction, rebellion, crisis, ecocide, global, latam, africa, asia, global south",54,39,GB,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
mothers-day-strike-official,Mother's Day Strike-Official,公益型,"community, mutual aid, social justice, usa",53,53,Unknown,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
xr-hauts-de-france,XR Hauts de France,技术型,community,57,3,FR,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
yoga-para-la-gente,Yoga Para La Gente,公益型,"mentalhealth, stress management, health & wellness, community building, latino, yoga, spanish, freeyoga, salud mental, comunidad, latinx, latinas, yoga en español",18,9,US,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
node-cron,node-cron,技术型,"cron, cron-syntax, node-cron, scheduled-jobs, scheduled-tasks, open source",74,10,Unknown,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
